Timestamp,Social_Impact,Gender,Age,Neighborhood,Occupation,MM_Usage_Duration,Heard_Scam,Victim,Nb_Times,Scam_Method,Other_Method,Amount_Lost_FCFA,Reported,Reported_To,Know_Detection,Info_Source,Need_Training,Suggestions
2025/08/23 10:00:45 PM UTC+1,Option 1,Female,24,"Ngaoundéré, ville",Other,Less than 1 year,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/08/23 10:01:21 PM UTC+1,Option 1,Male,36,Dang,Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/08/23 10:01:55 PM UTC+1,Option 1,Male,46,Gadamabanga,Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Je ne sais pas,
2025/08/23 10:02:34 PM UTC+1,Option 1,Female,36,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/08/23 10:03:07 PM UTC+1,Option 1,Female,32,Carrefour Borongo,Other,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/23 10:03:38 PM UTC+1,Option 1,Male,37,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,No,No awareness received,Yes,
2025/08/23 10:04:12 PM UTC+1,Option 1,Male,45,Gadamabanga,Other,More than 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/08/23 10:04:45 PM UTC+1,Option 1,Female,29,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends;Other,Yes,
2025/08/23 10:05:33 PM UTC+1,Option 1,Male,36,Gadamabanga,Other,1 to 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,,Yes,A relative/friend,No,Relatives / friends;No awareness received,Yes,
2025/08/23 10:06:40 PM UTC+1,Option 1,Female,22,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,No,No awareness received;Other,Yes,
2025/08/24 6:49:46 AM UTC+1,Option 1,Female,19,"Ngaoundéré, ville",Other,Less than 1 year,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/24 6:50:27 AM UTC+1,Option 1,Male,24,Gadamabanga,Other,1 to 3 years,Yes,No,,,,,,,Yes,Mobile agent;No awareness received,Yes,
2025/08/24 6:51:08 AM UTC+1,Option 1,Male,43,Manwi,clothing business,More than 3 years,Yes,No,,,,,,,Yes,No awareness received,Yes,
2025/08/24 6:52:25 AM UTC+1,Option 1,Female,36,Bini,Other,1 to 3 years,Yes,Yes,3,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,30000,Yes,A relative/friend,No,Relatives / friends;No awareness received,Yes,
2025/08/24 6:54:08 AM UTC+1,Option 1,Male,20,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,No,No awareness received,Yes,
2025/08/24 6:56:01 AM UTC+1,Option 1,Female,23,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,No,No awareness received,Yes,
2025/08/24 6:56:45 AM UTC+1,Option 1,Male,24,Bini,Other,Less than 1 year,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/08/24 7:02:45 AM UTC+1,Option 1,Female,28,Gadamabanga,clothing business,More than 3 years,Yes,Yes,1,Fake withdrawal or deposit message,,,Yes,A relative/friend,No,No awareness received,Yes,
2025/08/24 7:04:00 AM UTC+1,Option 1,Male,22,"Ngaoundéré, ville",Phone credit / money transfer,Less than 1 year,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/08/24 7:06:54 AM UTC+1,Option 1,Male,52,"Ngaoundéré, ville",Other,More than 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,50000,Yes,A relative/friend,No,No awareness received,Yes,
2025/08/24 7:12:32 AM UTC+1,Option 1,Male,60,"Ngaoundéré, ville",Other,More than 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent,,,Yes,A relative/friend,Yes,Relatives / friends;No awareness received,Yes,
2025/08/24 7:13:03 AM UTC+1,Option 1,Female,27,Dang,Other,1 to 3 years,Yes,No,,,,,,,Yes,No awareness received,Yes,
2025/08/24 7:13:37 AM UTC+1,Option 1,Male,43,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,Yes,No awareness received,Yes,
2025/08/24 7:14:17 AM UTC+1,Option 1,Male,25,Gadamabanga,Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,No,No awareness received,Yes,
2025/08/24 7:15:52 AM UTC+1,Option 1,Male,23,Manwi,Other,Less than 1 year,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Yes,
2025/08/24 7:16:44 AM UTC+1,Option 1,Female,26,"Ngaoundéré, ville",food business,More than 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,,Yes,A relative/friend,Yes,Relatives / friends;No awareness received,Yes,
2025/08/24 7:17:30 AM UTC+1,Option 1,Male,22,Gadamabanga,Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/24 7:18:01 AM UTC+1,Option 1,Female,21,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,Yes,No awareness received,Yes,
2025/08/24 7:20:51 AM UTC+1,Option 1,Male,62,"Ngaoundéré, ville",Other,More than 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,,Yes,A relative/friend,Yes,Relatives / friends;No awareness received,Yes,
2025/08/24 9:58:41 AM UTC+1,Option 1,Male,18,"Ngaoundéré, ville",Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,Yes,No awareness received,Yes,
2025/08/24 9:59:08 AM UTC+1,Option 1,Female,34,Gadamabanga,Other,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/24 9:59:41 AM UTC+1,Option 1,Male,32,Manwi,Other,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/08/24 10:00:26 AM UTC+1,Option 1,Female,52,"Ngaoundéré, ville",Other,More than 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,,No,,Yes,Relatives / friends,Yes,
2025/08/24 10:01:42 AM UTC+1,Option 1,Male,23,"Ngaoundéré, ville",Phone credit / money transfer,Less than 1 year,Yes,No,,,,,,,Yes,No awareness received,Yes,
2025/08/24 10:02:18 AM UTC+1,Option 1,Female,22,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Je ne sais pas,
2025/08/24 10:02:50 AM UTC+1,Option 1,Male,24,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,No,No awareness received,Yes,
2025/08/24 10:03:40 AM UTC+1,Option 1,Male,23,"Ngaoundéré, ville",Phone credit / money transfer,Less than 1 year,Yes,No,,,,,,,No,No awareness received,Yes,
2025/08/24 10:04:39 AM UTC+1,Option 1,Male,45,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,,No,,Yes,Mobile agent;Relatives / friends,Yes,
2025/08/24 10:07:30 AM UTC+1,Option 1,Male,20,Manwi,Other,More than 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/08/24 10:08:37 AM UTC+1,Option 1,Female,24,"Ngaoundéré, ville",Other,Less than 1 year,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Yes,
2025/08/24 10:11:13 AM UTC+1,Option 1,Male,25,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Je ne sais pas,
2025/08/24 10:12:03 AM UTC+1,Option 1,Female,26,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,No,Mobile agent;Relatives / friends,Yes,
2025/08/24 10:12:54 AM UTC+1,Option 1,Male,21,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/08/24 10:17:53 AM UTC+1,Option 1,Male,25,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,No awareness received,Yes,
2025/08/24 10:18:30 AM UTC+1,Option 1,Female,54,"Ngaoundéré, ville",food business,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/08/24 10:18:57 AM UTC+1,Option 1,Male,22,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/08/24 10:19:37 AM UTC+1,Option 1,Male,34,Gadamabanga,Phone credit / money transfer,1 to 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,,Yes,A relative/friend,No,Relatives / friends;No awareness received,Yes,
2025/08/24 10:20:04 AM UTC+1,Option 1,Female,22,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,Yes,No awareness received,Yes,
2025/08/24 10:20:39 AM UTC+1,Option 1,Female,25,Gadamabanga,food business,More than 3 years,Yes,No,,,,,,,No,Mobile agent;No awareness received,Yes,
2025/08/24 2:48:31 PM UTC+1,Option 1,Male,23,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,Yes,No awareness received,Yes,
2025/08/24 2:52:11 PM UTC+1,Option 1,Female,23,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,No,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/24 3:43:41 PM UTC+1,Option 1,Male,21,Bini,clothing business,More than 3 years,Yes,No,,,,,,,No,No awareness received,Yes,
2025/08/24 3:44:51 PM UTC+1,Option 1,Female,24,Gadamabanga,Phone credit / money transfer,Less than 1 year,Yes,Yes,1,Call from a stranger pretending to be an agent,,20000,Yes,A relative/friend,No,No awareness received,Yes,
2025/08/24 3:45:45 PM UTC+1,Option 1,Female,25,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,No,No awareness received,Yes,
2025/08/24 3:48:45 PM UTC+1,Option 1,Male,26,"Ngaoundéré, ville",food business,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/08/24 3:50:11 PM UTC+1,Option 1,Male,23,"Ngaoundéré, ville",Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/24 3:51:17 PM UTC+1,Option 1,Male,34,"Ngaoundéré, ville",Phone credit / money transfer,Less than 1 year,Yes,No,,,,,,,No,Relatives / friends,Je ne sais pas,
2025/08/24 3:54:15 PM UTC+1,Option 1,Male,24,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,Yes,,Call from a stranger pretending to be an agent,,,Yes,A relative/friend,Yes,Mobile agent;Relatives / friends,Yes,
2025/08/24 3:55:04 PM UTC+1,Option 1,Male,28,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,No awareness received,Yes,
2025/08/24 4:01:20 PM UTC+1,Option 1,Male,18,"Ngaoundéré, ville",Other,Less than 1 year,Yes,Yes,,Call from a stranger pretending to be an agent,,,Yes,A relative/friend,No,Relatives / friends;No awareness received,Yes,
2025/08/24 4:03:55 PM UTC+1,Option 1,Female,37,"Ngaoundéré, ville",Other,1 to 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent,,20000,Yes,A relative/friend,Yes,No awareness received,Yes,
2025/08/24 4:05:22 PM UTC+1,Option 1,Male,23,"Ngaoundéré, ville",Other,Less than 1 year,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Yes,
2025/08/24 4:06:21 PM UTC+1,Option 1,Male,25,"Ngaoundéré, ville",Phone credit / money transfer,Less than 1 year,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/08/24 4:08:10 PM UTC+1,Option 1,Male,18,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Yes,
2025/08/24 4:10:00 PM UTC+1,Option 1,Male,25,"Ngaoundéré, ville",Phone credit / money transfer,Less than 1 year,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/08/24 4:11:24 PM UTC+1,Option 1,Male,36,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/24 4:12:01 PM UTC+1,Option 1,Male,27,"Ngaoundéré, ville",Other,Less than 1 year,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Yes,
2025/08/24 4:13:25 PM UTC+1,Option 1,Female,26,Bini,Phone credit / money transfer,1 to 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,35,No,A relative/friend,No,Relatives / friends;No awareness received,Yes,
2025/08/24 4:14:59 PM UTC+1,Option 1,Male,23,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/08/24 8:39:26 PM UTC+1,Option 1,Male,23,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,Call from a stranger pretending to be an agent,,,Yes,A relative/friend,Yes,Relatives / friends,Yes,
2025/08/24 8:40:23 PM UTC+1,Option 1,Male,23,"Ngaoundéré, ville",Phone credit / money transfer,Less than 1 year,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/08/24 8:41:58 PM UTC+1,Option 1,Male,34,Gadamabanga,Other,1 to 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; False transaction of a customer,,,Yes,A relative/friend,Yes,No awareness received,Yes,
2025/08/24 8:43:34 PM UTC+1,Option 1,Male,19,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Yes,
2025/08/25 7:53:27 AM UTC+1,Option 1,Female,24,"Ngaoundéré, ville",clothing business,1 to 3 years,Yes,No,,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,,Yes,A relative/friend,Yes,Other,Je ne sais pas,
2025/08/25 7:54:19 AM UTC+1,Option 1,Female,25,"Ngaoundéré, ville",Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/08/25 7:54:53 AM UTC+1,Option 1,Male,54,Gadamabanga,Other,More than 3 years,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Yes,
2025/08/25 7:56:10 AM UTC+1,Option 1,Male,24,Carrefour Borongo,clothing business,Less than 1 year,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/25 7:57:24 AM UTC+1,Option 1,Male,27,Gadamabanga,Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,Yes,No awareness received,Yes,
2025/08/25 7:59:13 AM UTC+1,Option 1,Female,18,"Ngaoundéré, ville",Other,Less than 1 year,Yes,Yes,,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,,Yes,A relative/friend,Yes,No awareness received,Yes,
2025/08/25 8:00:13 AM UTC+1,Option 1,Male,29,Bini,Other,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/25 8:01:38 AM UTC+1,Option 1,Female,34,Gadamabanga,Other,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Je ne sais pas,
2025/08/25 8:02:35 AM UTC+1,Option 1,Female,34,Bini,food business,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends,Yes,
2025/08/25 8:03:19 AM UTC+1,Option 1,Female,37,"Ngaoundéré, ville",Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,Yes,No awareness received,Yes,
2025/08/25 8:04:15 AM UTC+1,Option 1,Male,26,"Ngaoundéré, ville",Other,1 to 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,15000,Yes,A relative/friend,No,No awareness received,Yes,
2025/08/25 8:08:44 AM UTC+1,Option 1,Female,45,"Ngaoundéré, ville",food business,More than 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,20000,Yes,A relative/friend,Yes,Mobile agent;Relatives / friends,Yes,"Mobile operators must make awareness in local language for good understanding, because some people do not know how to read so SMS awareness"
2025/08/25 8:09:22 AM UTC+1,Option 1,Male,23,Carrefour Borongo,Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends,Yes,
2025/08/25 8:10:40 AM UTC+1,Option 1,Female,24,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/08/25 8:11:19 AM UTC+1,Option 1,Male,25,Manwi,Other,1 to 3 years,Yes,No,,,,,,,No,No awareness received,Yes,
2025/08/25 8:12:30 AM UTC+1,Option 1,Female,24,Manwi,Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,Yes,No awareness received,Yes,
2025/08/25 8:17:59 AM UTC+1,Option 1,Male,53,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,It is necessary to multiply the awareness and in the language of the locality for a good understanding
2025/08/25 8:18:31 AM UTC+1,Option 1,Female,23,Carrefour Borongo,Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/08/25 8:20:06 AM UTC+1,Option 1,Male,63,Bini,clothing business,1 to 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,0,Yes,A relative/friend,Yes,Mobile agent;Relatives / friends,Yes,
2025/08/25 8:20:53 AM UTC+1,Option 1,Female,35,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/08/25 8:21:54 AM UTC+1,Option 1,Male,24,"Ngaoundéré, ville",food business,1 to 3 years,Yes,No,,,,,,,No,No awareness received,Yes,
2025/08/25 8:22:45 AM UTC+1,Option 1,Male,23,"Ngaoundéré, ville",Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,Yes,No awareness received,Yes,
2025/08/25 8:23:42 AM UTC+1,Option 1,Female,32,"Ngaoundéré, ville",Other,More than 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; False transaction of a customer,,,Yes,A relative/friend,No,Relatives / friends;No awareness received,Yes,
2025/08/25 8:24:19 AM UTC+1,Option 1,Male,35,"Ngaoundéré, ville",food business,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/08/25 8:24:50 AM UTC+1,Option 1,Male,23,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,No,No awareness received,Yes,
2025/08/25 8:25:25 AM UTC+1,Option 1,Female,34,Dang,clothing business,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/08/25 8:27:03 AM UTC+1,Option 1,Male,24,Manwi,Other,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/08/25 8:27:53 AM UTC+1,Option 1,Female,50,"Ngaoundéré, ville",food business,More than 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,,Yes,A relative/friend,Yes,Relatives / friends;No awareness received,Yes,
2025/08/25 8:28:42 AM UTC+1,Option 1,Male,20,Manwi,Other,More than 3 years,Yes,No,,,,,,,No,No awareness received,Yes,
2025/08/25 8:29:12 AM UTC+1,Option 1,Male,25,Manwi,Other,1 to 3 years,Yes,No,,,,,,,No,No awareness received,Yes,
2025/08/25 8:29:46 AM UTC+1,Option 1,Male,25,Dang,Other,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/08/25 8:30:31 AM UTC+1,Option 1,Female,32,Manwi,food business,1 to 3 years,Yes,No,,,,,,,Yes,Radio locale;Mobile agent;Relatives / friends,Yes,
2025/08/25 8:31:13 AM UTC+1,Option 1,Male,26,Gadamabanga,Phone credit / money transfer,1 to 3 years,Yes,Yes,,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,,Yes,A relative/friend,Yes,Mobile agent;Relatives / friends,Yes,
2025/08/25 8:32:44 AM UTC+1,Option 1,Male,32,Gadamabanga,Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/08/25 8:45:02 AM UTC+1,Option 1,Female,19,Gadamabanga,Other,Less than 1 year,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/08/25 8:45:30 AM UTC+1,Option 1,Male,23,Gadamabanga,Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
